YEAR,POP,B,D,CBR,CDR,LE,LMF,LMHS,LMC,LMP,FPC,SOPC,IOPC,PPOLX,HSAPC,EHSPC,AIOPC,DIOPC,PLE,DTF,DCFS,CMPLE,MTF,FCE,TF,FPU
1965,2998042771.9709806,61758592.51021951,47347691.165987484,20.599636898981938,15.79286713606826,63.01536140731736,1.1221739130434782,2.0,1.026106778867984,0.97725,370.5,925.0,525.0,1.6375000000000002,126.5,110.00957964148458,515.0000000000358,440.0518001491607,60.03776272795011,2.8226090270394195,2.5664487341510434,1.0998111863602495,12.180921684439042,1.0,2.8226090270394195,0.29980427719709807
1966,3012297178.1333795,61786321.070758425,47531914.9083595,20.511363061809643,15.779291383798144,63.07431076048887,1.1236521739130434,2.0,1.0260829721161475,0.9769,372.2,930.0,530.0,1.655,127.4,110.87910065941035,520.0000000000239,445.0451407966515,60.28926855329012,2.8103026072575785,2.558184198607712,1.0985536572335495,12.184458645629332,1.0,2.8103026072575785,0.30122971781333796
1967,3026397500.2843833,61813814.98040638,47713492.82940271,20.424883041503268,15.765771953260993,63.133025890678404,1.1251304347826085,2.0,1.0260563705908536,0.97655,373.9,935.0,535.0,1.6725,128.3,111.75014562643983,525.0000000000159,450.03932564657316,60.524583657698145,2.7982486752719735,2.5499426969148313,1.0973770817115094,12.187981553440704,1.0,2.7982486752719735,0.30263975002843835
1968,3040345945.6999993,61840916.20218302,47892470.78656684,20.3400919851392,15.752309652229473,63.191509032214,1.126608695652174,2.0,1.0260270185024456,0.9762,375.6,940.0,540.0,1.6900000000000002,129.2,112.62263834511784,530.0000000000106,455.03424948862283,60.74466111616002,2.786432452642516,2.5417236969711823,1.0962766944192,12.19149054193284,1.0,2.786432452642516,0.3040345945699999
1969,3054144509.0141797,61867454.570846304,48068891.25666606,20.25688515662802,15.73890531859011,63.24976229357844,1.128086956521739,2.0,1.025994957835735,0.97585,377.3,945.0,545.0,1.7075,130.1,113.49650642786195,535.000000000007,460.02981994878445,60.95046576617744,2.774839188867467,2.533526673382915,1.0952476711691128,12.194985737614708,1.0,2.774839188867467,0.305414450901418
1970,3067794968.2177553,61893252.422698066,48242793.21912231,20.175159377960366,15.725559797481873,63.307787655288344,1.1295652173913044,2.0,1.0259602283266205,0.9755,379.0,950.0,550.0,1.725,131.0,114.37168110646884,540.0000000000047,465.02595596551214,61.1429584565961,2.763454362366051,2.525351108539042,1.0942852077170195,12.198467259317301,1.0,2.763454362366051,0.3067794968217755
1971,3081298884.5775537,61918128.47228983,48414212.112491235,20.09481416496174,15.712273922796951,63.36558697040618,1.1310434782608696,2.0,1.02592286748144,0.97515,380.7,955.0,555.0,1.7425000000000002,131.9,115.2480970511454,545.0000000000031,470.0225864402661,61.323083380117346,2.752263838615479,2.517196493491473,1.0933845830994133,12.20193521822437,1.0,2.752263838615479,0.3081298884577554
1972,3094657605.734084,61941901.007646464,48583179.85111613,20.015752596627962,15.699048502521398,63.423161967171346,1.1325217391304347,2.0,1.0258829106304515,0.9748,382.4,960.0,560.0,1.7600000000000002,132.8,116.12569219858813,550.000000000002,475.01964904347824,61.49175812492011,2.741253990956835,2.5090623286640117,1.0925412093753994,12.205389718030283,1.0,2.741253990956835,0.30946576057340847
1973,3107872271.322103,61964390.47817952,48749724.890160784,19.93788195543171,15.685884307408305,63.48051425329546,1.134,2.0,1.0258403910078797,0.9744499999999999,384.1,965.0,565.0,1.7775,133.7,117.00440758865872,555.0000000000014,480.01708915891294,61.64986608990389,2.7304117893379973,2.5009481244121625,1.0917506695504806,12.208830855197728,1.0,2.7304117893379973,0.3107872271322103
1974,3120943820.5420885,61985421.548664816,48913872.32867934,19.86111417343563,15.67278206250547,63.537645321527435,1.1354782608695653,2.0,1.0257953398519735,0.9741,385.8,970.0,570.0,1.7950000000000002,134.6,117.88418720922579,560.0000000000009,485.0148589511173,61.79825092726529,2.7197248618950103,2.492853401453189,1.0910087453636736,12.212258719291647,1.0,2.7197248618950103,0.31209438205420886
1975,3133873001.1899304,62004824.68958577,49075644.041743875,19.7853661159985,15.659742441097602,63.594556556148405,1.1369565217391304,2.0,1.0257477865194722,0.97375,387.5,975.0,575.0,1.8125000000000002,135.5,118.7649778487645,565.0000000000006,490.0129165422314,61.937712701503386,2.709181533839042,2.484777691183761,1.090311436492483,12.215673393368906,1.0,2.709181533839042,0.3133873001189931
1976,3146660379.725603,62022437.36960247,49235058.83392976,19.71055973158787,15.646766060664985,63.65124924010974,1.1384347826086956,2.0,1.0256977586097575,0.9733999999999999,389.2,980.0,580.0,1.83,136.4,119.64672895632627,570.0000000000003,495.0112252858607,62.069005482633706,2.6987708476519416,2.476720535900536,1.0896549725868316,12.219074954406583,1.0,2.6987708476519416,0.3146660379725603
1977,3159306352.0284724,62038104.91050884,49392132.60763942,19.63662209290862,15.633853480504218,63.707724562573624,1.139913043478261,2.0,1.0256452820947637,0.97305,390.9,985.0,585.0,1.8475000000000001,137.3,120.52939250850996,575.0000000000002,500.0097531270132,62.192836121312844,2.688482568126231,2.4686814889372917,1.089035819393436,12.222463473754416,1.0,2.688482568126231,0.31593063520284725
1978,3171811154.5468884,62051681.05922919,49546878.54081346,19.56348535135082,15.621005200699447,63.763983626658614,1.141391304347826,2.0,1.0255903814514307,0.9727,392.6,990.0,590.0,1.8650000000000002,138.2,121.41292288308446,580.0000000000001,505.0084720382784,62.30986398328994,2.6783071753330283,2.460660114730636,1.0884506800835505,12.225839017599517,1.0,2.6783071753330283,0.31718111545468886
1979,3184174875.6028576,62063028.32550263,49699307.26953316,19.491086623737107,15.608221662173507,63.82002745722943,1.1428695652173912,2.0,1.0255330797941025,0.9723499999999999,394.29999999999995,995.0,595.0,1.8825,139.1,122.29727673893024,585.0000000000001,510.00735752348805,62.42070144913432,2.668235848175492,2.4526559888248856,1.0878964927543284,12.229201647433767,1.0,2.668235848175492,0.31841748756028576
1980,3196397466.6591334,62072018.12813495,49849427.071858935,19.41936782756009,15.595503247586235,63.87585700860326,1.1443478260869564,2.0,1.0254733990048228,0.972,396.0,1000.0,600.0,1.9000000000000001,140.0,123.18241290198372,590.0000000000001,515.006388181053,62.525915011916865,2.658260440792997,2.4446686978254544,1.0873704249404157,12.232551420516195,1.0,2.658260440792997,0.3196397466659134
1981,3208463182.6761827,62078549.99533828,50012833.97828902,19.348375362549273,15.587784908466135,63.91154454568033,1.1458260869565218,2.0,1.025091720113274,0.97165,397.7,1005.0,605.0,1.9175000000000002,140.7,124.05829225688454,595.0000000000001,520.0055453200326,62.62595957096897,2.648374273176356,2.4366978393089265,1.0868702021451553,12.23469267274082,1.0,2.648374273176356,0.3208463182676183
1982,3220371499.0939665,62082241.737760685,50173925.319977164,19.27797515138461,15.580166864007248,63.946824216256935,1.147304347826087,2.0,1.0247051665066067,0.9712999999999999,399.4,1010.0,610.0,1.935,141.4,124.92537764404031,600.0000000000001,525.0048126227629,62.721209926820556,2.638571725765002,2.428743021696993,1.0863939503658973,12.236809452975416,1.0,2.638571725765002,0.3220371499093967
1983,3232121826.5945616,62083024.64966648,50332697.149071425,19.208132607760827,15.572648510623475,63.981699402202175,1.1487826086956523,2.0,1.0243138048181595,0.97095,401.1,1015.0,615.0,1.9525000000000001,142.1,125.7841087618383,605.0000000000001,530.0041758485637,62.811983735493044,2.628847945047215,2.4208038641005105,1.0859400813225348,12.238901964132129,1.0,2.628847945047215,0.32321218265945617
1984,3243713522.0405073,62080839.83361855,50489144.38767261,19.138817103233475,15.56522918704351,64.01617349221141,1.1502608695652174,2.0,1.0239177015167997,0.9706,402.79999999999995,1020.0,620.0,1.9700000000000002,142.8,126.63490332374639,610.0000000000001,535.0036225736641,62.89855801618125,2.6191986324786005,2.412879996139148,1.0855072099190939,12.240970409532686,1.0,2.6191986324786005,0.3243713522040508
1985,3255145896.219472,62075635.17521902,50643260.996254325,19.07000090143846,15.55790818932922,64.05024988972212,1.1517391304347826,2.0,1.0235169230347936,0.97025,404.5,1025.0,625.0,1.9875,143.5,127.47815815755906,615.0000000000001,540.0031419630358,62.98118083426749,2.6096198953939598,2.4049710577413568,1.0850940958286626,12.243014993383328,1.0,2.6096198953939598,0.32551458962194724
1986,3266418219.383822,62067363.25743653,50795040.093086444,19.001658418726596,15.550684781163275,64.0839320188374,1.1532173913043477,2.0,1.0231115358631582,0.9699,406.2,1030.0,630.0,2.005,144.2,128.31425024968112,620.0000000000001,545.0027245703235,63.06007940943249,2.6001081435755555,2.397076698928789,1.0846996029528375,12.245035921130246,1.0,2.6001081435755555,0.3266418219383822
1987,3277529725.311063,62055979.96706258,50944474.03982193,18.933765722345353,15.54355820067716,64.1172233288845,1.154695652173913,2.0,1.0227016066247177,0.96955,407.9,1035.0,635.0,2.0225,144.9,129.14353773719708,625.0000000000001,550.0023621624963,63.135465606200356,2.590660019038815,2.3891965795887042,1.0843226719689982,12.24703339973307,1.0,2.590660019038815,0.3277529725311063
1988,3288479614.4103093,62041443.60362024,51091554.50437359,18.866300198958516,15.536527664786918,64.15012729805464,1.1561739130434783,2.0,1.0222872021321152,0.9692,409.6,1040.0,640.0,2.04,145.6,129.96636085033722,630.0000000000001,555.0020475662388,63.20753953534144,2.581272349630997,2.381330369237444,1.083962302323293,12.249007637883278,1.0,2.581272349630997,0.3288479614410309
1989,3299267056.247611,62023714.346427314,51236272.509125695,18.7992403430868,15.52959237176719,64.18264743643476,1.1576521739130434,2.0,1.0218683894358285,0.96885,411.29999999999995,1045.0,645.0,2.0575,146.3,130.78304280782035,635.0000000000001,560.0017745334482,63.2764918160971,2.571942119390307,2.3734777467775756,1.0836175409195146,12.250958846186087,1.0,2.571942119390307,0.3299267056247611
1990,3309891191.7484193,62002753.970998995,51378618.470190704,18.732565628009848,15.522751502610703,64.21478728864243,1.1591304347826088,2.0,1.0214452358656094,0.9684999999999999,413.0,1050.0,650.0,2.075,147.0,131.59389066742932,640.0000000000001,565.0015376235132,63.34250491070199,2.562666450427156,2.3656384002509787,1.08328747544649,12.252887237318546,1.0,2.562666450427156,0.330989119174842
1991,3320351135.25033,61978525.733577065,51518582.23166647,18.666256431612116,15.516004221578314,64.24655043620277,1.160608695652174,2.0,1.0210178090676025,0.96815,414.7,1055.0,655.0,2.0925000000000002,147.7,132.39919613405786,645.0000000000001,570.0013321003261,63.40575383576336,2.5534425924809008,2.35781202658976,1.0829712308211832,12.254793026172166,1.0,2.5534425924809008,0.332035113525033
1992,3330645976.516712,61950994.3639288,51656153.09754682,18.60029399723803,15.509349676236186,64.27794049975462,1.162086956521739,2.0,1.020586177038552,0.9678,416.4,1060.0,660.0,2.1100000000000003,148.4,133.19923632735498,650.0000000000001,575.0011538422206,63.46640647299731,2.5442679173663865,2.349998331366634,1.0826679676350135,12.256676429985276,1.0,2.5442679173663865,0.33306459765167123
1993,3340774782.776702,61920126.122972116,51791319.86298221,18.534660415362357,15.502786997193386,64.30896114113685,1.1635652173913043,2.0,1.020150408157926,0.9674499999999999,418.1,1065.0,665.0,2.1275000000000004,149.1,133.99427451098722,655.0000000000001,580.0009992632457,63.52462363926225,2.5351399163276103,2.3421970285461158,1.0823768818036887,12.258537668468211,1.0,2.5351399163276103,0.3340774782776702
1994,3350736600.8251123,61885888.894308336,51924070.845897846,18.46933861619235,15.496315297690556,64.33961606538084,1.1650434782608694,2.0,1.0197105712183825,0.9671,419.79999999999995,1070.0,670.0,2.1450000000000005,149.8,134.78456078543786,660.0000000000001,585.0008652443763,63.58055902850591,2.526056198918551,2.3344078402376733,1.0820972048574706,12.260376963922852,1.0,2.526056198918551,0.33507366008251127
1995,3360530459.1938415,61848252.288219,52054393.91948965,18.40431236652317,15.489933673143078,64.36990902261884,1.1665217391304348,2.0,1.0192667354547444,0.96675,421.5,1075.0,675.0,2.1625,150.5,135.57033274616597,665.0000000000001,590.0007490734281,63.63435910276995,2.5170144924791513,2.3266304964517817,1.0818282044861502,12.26219454135713,1.0,2.5170144924791513,0.3360530459193841
1996,3370155370.3918347,61807187.74377643,52182276.545783,18.339566266522116,15.483641200707007,64.39984380990782,1.168,2.0,1.0188189705714854,0.9663999999999999,423.2,1080.0,680.0,2.18,151.2,136.35181610885766,670.0000000000001,595.0006483925969,63.68616298309718,2.50801264160337,2.31886473485965,1.0815691850845142,12.263990628594469,1.0,2.50801264160337,0.3370155370391835
1997,3379610344.032301,61762679.45068427,52307705.810217984,18.275088889979433,15.477436889309642,64.4294242729624,1.169478260869565,2.0,1.0183673467686356,0.96605,424.9,1085.0,685.0,2.1975000000000002,151.9,137.12922530341478,675.0000000000001,600.0005611526692,63.73610237194638,2.499049045468112,2.3111107058341824,1.0813194881402681,12.265765456377743,1.0,2.499049045468112,0.3379610344032301
1998,3388991086.7603636,61811411.350218914,52430668.622156136,18.238882832030775,15.470878287932045,64.45865431142235,1.1709565217391305,2.0,1.0179119348233712,0.9657,426.6,1090.0,690.0,2.215,152.6,137.90276403824404,680.0000000000001,605.0004855730717,63.784301524889784,2.4940238555512715,2.3069775905641485,1.0810784923755512,12.267519258685342,1.0,2.4940238555512715,0.33889910867603634
1999,3398297314.859313,61858853.60515509,52552625.506205894,18.202896295939897,15.464398973102075,64.4875694433223,1.1724347826086956,2.0,1.017453304096816,0.9653499999999999,428.29999999999995,1095.0,695.0,2.2325,153.3,138.67262583633183,685.0000000000001,610.000420107026,63.83087738614093,2.489029331425104,2.302853711324197,1.0808456130692954,12.269254166599339,1.0,2.489029331425104,0.3398297314859313
2000,3407528716.9708867,61904976.04205255,52673573.9304788,18.16711792735317,15.45799853957,64.51617122742715,1.1739130434782608,2.0,1.0169914865742966,0.965,430.0,1100.0,700.0,2.25,154.0,139.43899454451525,690.0000000000001,615.0003634111663,63.87593972652491,2.484063888461611,2.2987388681467227,1.0806203013673754,12.270970273645627,1.0,2.484063888461611,0.3407528716970887
2001,3416684955.983659,61949749.90226467,52793510.88949269,18.13153706014707,15.451676572355648,64.5444612331906,1.1753913043478261,2.0,1.0165265142773088,0.96465,431.7,1105.0,705.0,2.2675,154.7,140.2020448172895,695.0000000000001,620.0003143190579,63.91959129881301,2.4791260382979807,2.294632866717974,1.080402043505935,12.272667673991435,1.0,2.4791260382979807,0.3416684955983659
2002,3425765670.895689,61993147.84496014,52912432.93293012,18.096143694717924,15.44543264662227,64.57244104262838,1.1768695652173913,2.0,1.0160584192931232,0.9642999999999999,433.4,1110.0,710.0,2.285,155.4,140.96194257642503,700.0000000000001,625.000271818122,63.961928018013104,2.474214385778366,2.2905355181883538,1.0801903599099345,12.274346462557704,1.0,2.474214385778366,0.3425765670895689
2003,3434770478.641995,62035143.94026611,53030336.19396009,18.06092847426386,15.43926632760821,64.60011225208615,1.1783478260869564,2.0,1.0155872338025753,0.96395,435.1,1115.0,715.0,2.3025,156.1,141.71884544760377,705.0000000000001,630.0002350295356,64.00303916915911,2.469327625617936,2.2864466389893345,1.0799848041542046,12.276006735125168,1.0,2.469327625617936,0.3434770478641995
2004,3443698975.877606,62075713.65259611,53147216.41698535,18.02588265914749,15.43317717061524,64.62747647390005,1.1798260869565216,2.0,1.0151129901060247,0.9636,436.79999999999995,1120.0,720.0,2.3200000000000003,156.8,142.4729031752236,710.0000000000001,635.0002031907278,64.04300764179528,2.464464538801611,2.2823660506568264,1.0797849617910236,12.277648588434003,1.0,2.464464538801611,0.3443698975877606
2005,3452550740.70777,62114833.8148437,53263068.984679855,17.990998099599317,15.427164721049392,64.65453533794913,1.181304347826087,2.0,1.0146357206474799,0.9632499999999999,438.5,1125.0,725.0,2.3375000000000004,157.5,143.22425801646241,715.0000000000001,640.0001756401416,64.08191018825349,2.459623988753683,2.2782935796608483,1.0795904490587327,12.27927212027695,1.0,2.459623988753683,0.345255074070777
2006,3461325334.3580666,62152482.59448957,53377888.94419303,17.956267207114845,15.421228514508426,64.68129049309981,1.182782608695652,2.0,1.0141554580369019,0.9629,440.2,1130.0,730.0,2.3550000000000004,158.2,143.97304511563928,720.0000000000001,645.0001518039722,64.11981770162916,2.4548049173275226,2.2742290572413024,1.0794009114918544,12.280877429585988,1.0,2.4548049173275226,0.34613253343580663
2007,3470022302.778517,62188639.452865325,53491671.032415316,17.9216829249396,15.41536807690932,64.70774360854318,1.1842608695652173,2.0,1.0136722350707144,0.9625499999999999,441.9,1135.0,735.0,2.3725000000000005,158.9,144.71939285985732,725.0000000000001,650.0001311846279,64.15679550881127,2.450006340670244,2.2701723192496983,1.0792160224559437,12.282464616512591,1.0,2.450006340670244,0.3470022302778517
2008,3478641178.17718,62223285.09888282,53604409.70021968,17.887238698038995,15.409582924648923,64.73389637502707,1.1857391304347826,2.0,1.0131860847505583,0.9621999999999999,443.6,1140.0,740.0,2.39,159.6,145.46342321686444,730.0000000000001,655.0001133506934,64.19290367381444,2.445227345017588,2.2661232059966228,1.0790354816309278,12.284033782501623,1.0,2.445227345017588,0.347864117817718
2009,3487181480.4800863,62256401.43852125,53716099.13561462,17.852928442929876,15.403872564791044,64.75975050598538,1.1872173913043478,2.0,1.0126970403003468,0.96185,445.29999999999995,1145.0,745.0,2.4075,160.3,146.2052520560212,735.0000000000001,660.0000979282015,64.2281973068491,2.440467082471441,2.2620815621047847,1.0788590134657545,12.285585030359124,1.0,2.440467082471441,0.3487181480480086
2010,3495642718.7156115,62287971.521289475,53826733.28576446,17.818746517714963,15.39823649527369,64.78530773856826,1.188695652173913,2.0,1.0122051351816803,0.9614999999999999,447.0,1150.0,750.0,2.4250000000000003,161.0,146.94498945322016,740.0000000000001,665.0000845930456,64.26272687493879,2.435724766807461,2.2580472363674406,1.078686365625306,12.287118464314096,1.0,2.435724766807461,0.34956427187156114
2011,3504024392.3225336,62317979.48477357,53936305.877851576,17.784687692618498,15.392674205130625,64.81056983457711,1.1901739130434783,2.0,1.0117104031076973,0.96115,448.7,1155.0,755.0,2.4425,161.7,147.68273998055915,745.0000000000001,670.000073064384,64.29653851037149,2.4309996693542417,2.254020081612023,1.0785173074481427,12.288634190074626,1.0,2.4309996693542417,0.3504024392322534
2012,3512325992.382013,62346410.498252206,54044810.4387728,17.750747121274383,15.387185174722442,64.83553858130804,1.1916521739130435,2.0,1.0112128780554321,0.9608,450.4,1160.0,760.0,2.46,162.4,148.4186029815312,750.0000000000001,675.0000630989097,64.32967431379808,2.4262911149789463,2.2499999545687843,1.0783516284310097,12.290132314878484,1.0,2.4262911149789463,0.3512325992382013
2013,3520547002.774566,62373250.70622945,54152240.31367598,17.71692031297201,15.381768875972467,64.86021579230926,1.1931304347826086,2.0,1.0107125942767652,0.9604499999999999,452.1,1165.0,765.0,2.4775,163.1,149.15267283245464,755.0000000000001,680.0000544858715,64.36217264932574,2.421598478207861,2.245986715744276,1.0781891367533714,12.291612947538557,1.0,2.421598478207861,0.35205470027745667
2014,3528686901.2638116,62398487.17260158,54258588.68335611,17.683203106020354,15.376424772603999,64.88460330805653,1.1946086956521738,2.0,1.0102095863080462,0.9601,453.79999999999995,1170.0,770.0,2.495,163.8,149.88503919083192,760.0000000000001,685.0000470427503,64.39406842946987,2.4169211795041403,2.2419802292994935,1.0780296578526507,12.29307619848339,1.0,2.4169211795041403,0.35286869012638117
2015,3536745160.509319,62422107.82604769,54363848.5805404,17.64959164235017,15.371152320375717,64.90870299655181,1.1960869565217391,2.0,1.0097038889784755,0.95975,455.5,1175.0,775.0,2.5125,164.5,150.6157872312903,765.0000000000001,690.0000406115049,64.42539338830923,2.412258681719318,2.2379803629325044,1.0778730330584538,12.294522179793109,1.0,2.412258681719318,0.3536745160509319
2016,3544721249.011335,62444101.40711611,54468012.90510013,17.616082343437444,15.365950967312848,64.93251675384975,1.1975652173913043,2.0,1.0091955374173243,0.9593999999999999,457.2,1180.0,780.0,2.5300000000000002,165.2,151.3449978697258,770.0000000000001,695.000035055312,64.45617634162403,2.407610486730057,2.2339869877653977,1.07771911829188,12.295951005230984,1.0,2.407610486730057,0.3544721249011335
2017,3552614631.990475,62464457.417373255,54571074.43823317,17.58267188759941,15.360820153932046,64.95604650451705,1.1990434782608694,2.0,1.0086845670600777,0.95905,458.9,1185.0,785.0,2.5475000000000003,165.9,152.0727479762395,775.0000000000001,700.0000302557377,64.48644343318193,2.402976132267177,2.229999978235388,1.0775677828340904,12.297362790271023,1.0,2.402976132267177,0.35526146319904756
2018,3560412903.1666937,62483179.8890582,54684908.712839775,17.5494195725121,15.359147997751064,64.96517440754796,1.2002608695652173,2.0,1.0081710136535782,0.9587,460.6,1190.0,790.0,2.5650000000000004,166.6,152.7991105774275,780.0000000000001,705.0000261102828,64.51617071236473,2.3983557193371525,2.2260192119899114,1.0774191464381764,12.29791046445288,1.0,2.3983557193371525,0.3560412903166694
2019,3568093716.0016885,62500098.09430285,54819285.25930796,17.51638355629818,15.363745916611462,64.94818176350007,1.2009999999999998,2.0,1.0076548877418083,0.9583499999999999,462.29999999999995,1195.0,795.0,2.5825,167.3,153.52415504855614,785.0000000000001,710.0000225302532,64.54521858435989,2.3937506353947993,2.222044569785569,1.0772739070782007,12.296890905810004,1.0,2.3937506353947993,0.3568093716001689
2020,3575656500.13542,62514886.570164986,54952102.436433814,17.483470956395664,15.368395267932652,64.93097730208054,1.2017391304347826,2.0,1.0071361874320033,0.958,464.0,1200.0,800.0,2.6,168.0,154.24794729612833,790.0000000000001,715.0000194389127,64.57338649286453,2.389162936314512,2.2180759353907558,1.0771330675356774,12.29585863812483,1.0,2.389162936314512,0.357565650013542
2021,3583095875.3646226,62527616.03487467,55088240.805671856,17.45072367858751,15.374481376406365,64.90779970173367,1.2024782608695652,2.0,1.0065255731127472,0.95765,465.7,1205.0,805.0,2.6175,168.7,154.97054993132193,795.0000000000001,720.0000167698807,64.60043143792885,2.3845951352826553,2.21411319549184,1.076997842810356,12.29446798210402,1.0,2.3845951352826553,0.35830958753646225
2022,3590411378.670821,62538275.78235523,55222772.476156585,17.418136582863394,15.38062540805566,64.88438944118005,1.2032173913043478,2.0,1.0059121081943516,0.9572999999999999,467.4,1210.0,810.0,2.6350000000000002,169.4,155.69202243475584,800.0000000000001,725.0000144657446,64.62610212091869,2.380049821225081,2.2101562396027457,1.0768694893954067,12.293063366470802,1.0,2.380049821225081,0.35904113786708214
2023,3597602629.5295963,62546937.417704426,55355686.55892934,17.38572706844022,15.386826244945055,64.86075057254723,1.2039565217391304,2.0,1.0052958567835395,0.95695,469.1,1215.0,815.0,2.6525000000000003,170.1,156.41242131301806,805.0000000000001,730.0000124768544,64.65016127974465,2.375529411575247,2.206204959977813,1.0767491936012767,12.291645034352833,1.0,2.375529411575247,0.35976026295295965
2024,3604669322.170538,62553665.967095405,55486973.32615399,17.35351023250836,15.393082795384604,64.83688718039794,1.204695652173913,2.0,1.0046768834183886,0.9566,470.79999999999995,1220.0,820.0,2.6700000000000004,170.8,157.13180024736715,810.0000000000001,735.0000107602804,64.67239936730951,2.371036003013128,2.202259251527798,1.0766380031634526,12.290213230823875,1.0,2.371036003013128,0.36046693221705384
2025,3611611215.606149,62558517.53424068,55616624.09862933,17.32149830079129,15.399394004067794,64.81280337652451,1.2054347826086955,2.0,1.0040552529874418,0.9562499999999999,472.5,1225.0,825.0,2.6875,171.5,157.8502102349988,815.0000000000001,740.0000092789084,64.69264198919767,2.3665712924120963,2.198319011738894,1.0765367900540117,12.28876820259147,1.0,2.3665712924120963,0.361161121560615
2026,3618428122.710291,62561538.202573106,55744631.09843137,17.2897004116011,15.405758856604642,64.78850329512322,1.2061739130434783,2.0,1.0034310306548258,0.9559,474.2,1230.0,830.0,2.705,172.2,158.56769972324886,820.0000000000001,745.0000080006569,64.71075293835491,2.362136546963186,2.194384140594649,1.0764462353082256,12.287310197707395,1.0,2.362136546963186,0.3618428122710291
2027,3625119899.229778,62562763.80562685,55870987.286140084,17.25812264000411,15.412176380155284,64.7639910885898,1.206913043478261,2.0,1.0028042817951004,0.95555,475.9,1235.0,835.0,2.7225,172.9,159.28431473708642,825.0000000000001,750.0000068977982,64.72663421259203,2.3577326076894485,2.1904545405006717,1.0763668289370398,12.285839465315387,1.0,2.3577326076894485,0.3625119899229778
2028,3631686433.315115,62562220.281476244,55995686.19613928,17.22676817788135,15.41864564144782,64.73927092404696,1.2076521739130435,2.0,1.002175071939538,0.9551999999999999,477.6,1240.0,840.0,2.74,173.6,160.0000990002321,830.0000000000001,755.0000059463714,64.74022404921008,2.353359914627252,2.1865301162120026,1.0762988797539497,12.28435625544282,1.0,2.353359914627252,0.3631686433315115
2029,3638127635.935902,62559924.3997821,56118721.778994925,17.19563760815903,15.425165743136024,64.71434698062643,1.208391304347826,2.0,1.001543466734159,0.95485,479.29999999999995,1245.0,845.0,2.7575000000000003,174.3,160.7150940502205,835.0000000000001,760.0000051256728,64.75149373901931,2.349018545084357,2.1826107747630643,1.0762425313049035,12.282860818837586,1.0,2.349018545084357,0.3638127635935902
2030,3644443432.385588,62555884.70627318,56240088.256587274,17.16472922871661,15.431735819198463,64.68922344747168,1.2091304347826086,2.0,1.000909531908984,0.9544999999999999,481.0,1250.0,850.0,2.7750000000000004,175.0,161.4293393477095,840.0000000000001,765.0000044178161,64.76044377277968,2.3447082587847086,2.178696425400067,1.0761977811361016,12.2813534068483,1.0,2.3447082587847086,0.36444434323855884
2031,3650633754.9651413,62550102.57278686,56359779.99323395,17.134039394588388,15.43835502988497,64.66390452239358,1.2098695652173912,2.0,1.000273333257429,0.9541499999999999,482.7,1255.0,855.0,2.7925000000000004,175.5,162.13287238032402,845.0000000000001,770.0000038073504,64.76709971324806,2.3404285455352407,2.1747869795157886,1.0761645014337597,12.279834271343617,1.0,2.3404285455352407,0.36506337549651413
